Name,Address,Phone,website,place_id,Search Position,query_coords,search_number
Kings Kountry Produce,"18079 US-301, Starke, FL 32091",(904) 964-2552,,ChIJhZvUYU_85YgRs3NMItyGARE,18,"@30.27031,-82.62507,12z",16
Ed & Barb's Cream Donuts,"567 SW Main Blvd, Lake City, FL 32025",(386) 752-1901,,ChIJX6vwmYI574gR9IQg0rhOi_o,20,"@30.27031,-82.62507,12z",16
Village Market Place of Tavares Shopping Center,"333 E Burleigh Blvd, Tavares, FL 32778",,,ChIJm1GCvQ6954gRZFRgUSjPGWo,1,"@28.8541,-81.68,12z",17
Mount Dora Olive Oil Company,"351 N Donnelly St, Mt Dora, FL 32757",(352) 735-8481,http://www.mountdoraoliveoil.com/,ChIJx4U512Ki54gRYtXOi9-6XbQ,2,"@28.8541,-81.68,12z",17
The White Orchid Market,"252 N Donnelly St, Mt Dora, FL 32757",(352) 735-1213,https://thewhiteorchidmarket.com/,ChIJZ7aKxh6j54gRkxbAOL3W6qA,3,"@28.8541,-81.68,12z",17
Howey Market,"101 S Palm Ave, Howey-In-The-Hills, FL 34737",(352) 324-6132,https://howeymarket.com/,ChIJofMqUq-W54gRwscPa8Y4OW0,4,"@28.8541,-81.68,12z",17
Publix Super Market at Eustis Village,"2840 David Walker Dr, Eustis, FL 32726",(352) 357-6948,https://www.publix.com/?setstorenumber=862&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJv1AfdjC954gRLN1aZ2C-Y-k,5,"@28.8541,-81.68,12z",17
The Leesburg Supermarket ( Yellow Store ),"900 Co Rd 468, Leesburg, FL 34748",(352) 365-6960,https://www.facebook.com/profile.php?id=100085813616894,ChIJi93LT8nB54gRihhuUG9fk4g,6,"@28.8541,-81.68,12z",17
Tavares,"29925 FL-19, Tavares, FL 32778",(352) 742-2439,http://www.publix.com/locations/1535-tavares-crossroads,ChIJAV1MmySW54gRRjAQxy4C60s,7,"@28.8541,-81.68,12z",17
Wymore Superette,"250 Wymore Rd, Altamonte Springs, FL 32714",(407) 774-5020,,ChIJNVH4m3Nx54gRhGV9cJ708LA,8,"@28.8541,-81.68,12z",17
Publix Super Market at Kelly Park Crossing,"3080 W Kelly Park Rd, Apopka, FL 32712",(407) 464-0804,https://www.publix.com/?setstorenumber=1698&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJXevkGPef54gRl28OE2Eexug,9,"@28.8541,-81.68,12z",17
Green Acres Country Store,"25300 SE Hwy 42, Umatilla, FL 32784",(352) 771-6659,,ChIJnyWof4ew54gR904DTJtPccE,10,"@28.8541,-81.68,12z",17
Forest Hill Grocery,"31446 Co Rd 42, DeLand, FL 32720",,,ChIJB-UM4X0G54gRQfaUkAUUkfg,11,"@28.8541,-81.68,12z",17
Winn-Dixie,"1565 W Orange Blossom Trail, Apopka, FL 32712",(407) 880-8299,https://www.winndixie.com/,ChIJnzAha-Cd54gRD4GO4ueApvc,12,"@28.8541,-81.68,12z",17
Coming Home,"228 Towne Center Cir, Sanford, FL 32771",(321) 926-3210,http://www.cominghomefl.com/,ChIJNRfDcIUT54gRftNVjQbSeBg,13,"@28.8541,-81.68,12z",17
Country Grocery Store,"47433 Panther Rd, Altoona, FL 32702",(352) 669-7549,,ChIJmwwor8Cu54gRtZEj-rYz72c,14,"@28.8541,-81.68,12z",17
The Ancient Olive,"324 N Park Ave, Winter Park, FL 32789",(321) 972-1899,http://www.theancientolive.com/,ChIJk5hipxBw54gRQQlvAEoIWuA,15,"@28.8541,-81.68,12z",17
Cavallari Gourmet,"1954 W State Rd 426, Oviedo, FL 32765",(407) 365-8000,http://www.cavallarigourmet.com/,ChIJTxfzsmlp54gRAlB1LoHlRCo,16,"@28.8541,-81.68,12z",17
Publix Super Market at Tavares Crossroads,"2042 FL-19, Tavares, FL 32778",(352) 742-2439,https://www.publix.com/?setstorenumber=1535&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJoeUmmySW54gRI2cAxfxg9eE,17,"@28.8541,-81.68,12z",17
The Fresh Market,"3775 Lake Emma Rd, Lake Mary, FL 32746",(407) 804-9838,https://stores.thefreshmarket.com/fl/lake-mary/190,ChIJZWOLoLly54gRI9o67QqghYo,19,"@28.8541,-81.68,12z",17
Central Grocery,"948 S Central Ave, Apopka, FL 32703",(407) 889-8599,,ChIJ3_yhHx9254gRwShpzIMX07Y,20,"@28.8541,-81.68,12z",17
Land & Sea Market Tampa Palms,"14943 Bruce B Downs Blvd, Tampa, FL 33613",(813) 977-3155,http://landandseatampapalms.com/,ChIJEwi4QozHwogRL-MO7RmwdCE,1,"@28.15871,-82.51597,12z",18
The Fresh Market,"13147 N Dale Mabry Hwy, Tampa, FL 33618",(813) 964-8001,https://stores.thefreshmarket.com/fl/tampa/36,ChIJA910LOzAwogRLtnuLv2s9bk,2,"@28.15871,-82.51597,12z",18
Mediterranean Market,"19412 Bruce B Downs Blvd, Tampa, FL 33647",(813) 388-2903,,ChIJ4xOMKBq3wogRvhOHs6T353o,3,"@28.15871,-82.51597,12z",18
Quality Foods Market,"16307 N Florida Ave, Lutz, FL 33549",(813) 373-5466,http://qualityfoodsmarket.com/,ChIJfWrxvaS4wogRDokchhiFLJ0,4,"@28.15871,-82.51597,12z",18
vom Fass Wiregrass,"28249 Paseo Drive #110, Wesley Chapel, FL 33543",(813) 907-2167,https://vomfass-wiregrass.myshopify.com/,ChIJ-SjfI9ewwogRSTPxiLgeF3g,5,"@28.15871,-82.51597,12z",18
JC'S MARKET AND FOOD KITCHEN,"1441 E Fletcher Ave STE 133, Tampa, FL 33612",(813) 605-3683,http://www.jointangelo.com/apply,ChIJbwtd0QHHwogRqoOBcjv9yDI,7,"@28.15871,-82.51597,12z",18
Grosury,"11962 Race Track Rd, Westchase, FL 33626",(813) 303-0373,http://grosury.com/,ChIJvxYbw-brwogRCzuC_TGb5Uw,9,"@28.15871,-82.51597,12z",18
Joe's Produce & Deli,"3780 Tampa Rd, Oldsmar, FL 34677",(813) 475-6924,http://getjoesproduce.com/,ChIJBfsCW0TswogRHARecVrubwg,10,"@28.15871,-82.51597,12z",18
Carrollwood Market,"4550 W Village Dr, Tampa, FL 33624",,,ChIJb91Gu2DAwogR534yXBUda6Y,11,"@28.15871,-82.51597,12z",18
Metro Food Mart,"24050 FL-54, Lutz, FL 33559",,,ChIJ108WAie6wogRy9pbmKXllrA,12,"@28.15871,-82.51597,12z",18
Deli Gourmet SuperMarket,"4310 W Hamilton Ave, Tampa, FL 33614",(813) 249-5677,https://usa-food.worldorgs.com/catalog/tampa/deli/deli-gourmet-supermarket,ChIJcU1ZnczBwogRr285czYWDso,13,"@28.15871,-82.51597,12z",18
USA Grocers Food Store,"30035 US Hwy 19 N, Clearwater, FL 33761",(727) 784-8331,,ChIJY_WP7nbywogR3VPu3VNDtRM,14,"@28.15871,-82.51597,12z",18
Wild Fork,"10601 Sheldon Rd, Tampa, FL 33626",(813) 491-1895,https://www.wildforkfoods.com/?utm_source=extnet&utm_medium=yext,ChIJYd0IvqfrwogR6BNWSY1JTjE,15,"@28.15871,-82.51597,12z",18
Bella Brazil Gourmet Market,"4205 W Waters Ave, Tampa, FL 33614",(813) 304-2535,,ChIJQ6cqTgvBwogRSoFJZhGLpRo,17,"@28.15871,-82.51597,12z",18
Forest Hills Grocery,"901 W Linebaugh Ave, Tampa, FL 33612",(813) 932-6025,,ChIJ9-1GM9HGwogRjXNfBaJURjE,18,"@28.15871,-82.51597,12z",18
Sprouts Farmers Market,"8620 Hunters Village Rd, Tampa, FL 33647",(813) 683-8072,https://www.sprouts.com/store/fl/new-tampa/new-tampa/,ChIJF4Mr8Pu3wogRhkjODtlmO8Q,19,"@28.15871,-82.51597,12z",18
Land & Sea Express,"14943 Bruce B Downs Blvd, Tampa, FL 33613",(813) 977-3155,,ChIJH74V0ZbHwogRB9aqSwzcGBI,20,"@28.15871,-82.51597,12z",18
Hudson's Grocery,"441 Park Ave, Boca Grande, FL 33921",(941) 964-2621,,ChIJTW7snWCyxIgRMSqcFFUHYmE,1,"@26.77919,-82.25386,12z",19
Bella Balsamic and the Pressed Olive,"1200 W Retta Esplanade, Punta Gorda, FL 33950",(941) 505-1707,http://bellabalsamic.net/,ChIJp30fA8BX24gR8nA_ioxOO_Y,2,"@26.77919,-82.25386,12z",19
Premier European Food,"13655 Tamiami Trail, North Port, FL 34287",(941) 423-3775,http://facebook.com/premiereuropeanfood,ChIJS3wb6IRUw4gRYy_3i1juThE,3,"@26.77919,-82.25386,12z",19
Cameron's British Foods,"928 NE 24th Ln, Cape Coral, FL 33909",(239) 772-1554,https://www.cameronsbritishfoods.com/,ChIJOSHBAnhE24gRYoeEJ2SYAec,8,"@26.77919,-82.25386,12z",19
Morton's Gourmet Market,"1924 S Osprey Ave, Sarasota, FL 34239",(941) 955-9856,http://www.mortonsmarket.com/?utm_source=NEXT&utm_medium=Google_website,ChIJH6Wb5UVAw4gRa9tmEmF9kJE,12,"@26.77919,-82.25386,12z",19
Winn-Dixie,"4100 S McCall Rd, Englewood, FL 34224",(941) 473-8909,https://www.winndixie.com/,ChIJUxMbgkOqxIgRA0wDZVaTOqs,15,"@26.77919,-82.25386,12z",19
Artistic Gourmet,"117 W Marion Ave, Punta Gorda, FL 33950",(941) 575-6666,,ChIJKRVuOPBX24gR3Q0hgDn9QWo,17,"@26.77919,-82.25386,12z",19
A Taste of Europe,"2130 Gulf Gate Dr, Sarasota, FL 34231",(941) 921-9084,,ChIJiVxfzIFBw4gRUff3xqN05c0,18,"@26.77919,-82.25386,12z",19
Farmer Joe's,"1401 SW Pine Island Rd, Cape Coral, FL 33991",(239) 510-4385,https://farmerjoes.com/,ChIJAQSjDdZH24gRKzo77zbyE6w,20,"@26.77919,-82.25386,12z",19
Ritz Food Store,"928 N Ferdon Blvd, Crestview, FL 32536",(850) 682-8337,,ChIJpR975b90kYgRuoUVjtq6K5U,1,"@30.88513,-86.696,12z",20
6 B Thrifty Foods,"498 S Wilson St, Crestview, FL 32536",(850) 682-2594,,ChIJl1MId1lzkYgRvocLwDOB0FQ,2,"@30.88513,-86.696,12z",20
Maynila Asian Market,"504 N Main St, Crestview, FL 32536",(850) 398-8566,https://www.facebook.com/profile.php?id=100086345261973&mibextid=LQQJ4d,ChIJOQWS-ad0kYgRwrC-nym69fo,3,"@30.88513,-86.696,12z",20
BO BANNA'S GOURMETS,"5131 Blue Springs Cove, Baker, FL 32531",(850) 797-7100,,ChIJrzElnqcOkYgR1fSsxE-lXw8,4,"@30.88513,-86.696,12z",20
Food Outlet,"6516 Caroline St, Milton, FL 32570",(850) 983-1392,,ChIJF2yt25HlkIgRlyUeAZuvcKQ,5,"@30.88513,-86.696,12z",20
Pic-N-Sav Grocery Outlet,"2135 Douglas Ave, Brewton, AL 36426",(251) 867-7751,https://www.picnsav.com/,ChIJ_cHHb4xFkIgRFWCoY7gcsCE,6,"@30.88513,-86.696,12z",20
Dollar General,"783 N Ferdon Blvd, Crestview, FL 32536",(850) 634-3992,https://www.dollargeneral.com/store-directory/fl/crestview/792,ChIJ58g5grx0kYgR6uAu3ww364U,7,"@30.88513,-86.696,12z",20
Pic N Save,"5221 Stewart St, Milton, FL 32570",(850) 623-2313,,ChIJX2usl0blkIgRqswiFfEU9sQ,8,"@30.88513,-86.696,12z",20
Dollar General,"225 Rasberry Rd, Crestview, FL 32536",(850) 634-3691,https://www.dollargeneral.com/store-directory/fl/crestview/7232,ChIJZeRqYTpzkYgR7qmNnsROvNQ,10,"@30.88513,-86.696,12z",20
Midtown Market & Cafe,"14909 000 000, Gainesville, FL 32603",(352) 792-6192,,ChIJA_mR2Lqj6IgRK_pFiFKCus8,2,"@29.53789,-82.52295,12z",21
Hitchcock's Market,"434 E Noble Ave, Williston, FL 32696",(352) 528-4454,http://myhitchcocks.com/,ChIJi_62AyiO6IgR9EIFkvq-t3o,4,"@29.53789,-82.52295,12z",21
Country Store,"10555 W Hwy 318, Reddick, FL 32686",(352) 591-0446,http://country-store-reddick.lany.io/,ChIJKTRR256c6IgRNmoRStCuTcU,5,"@29.53789,-82.52295,12z",21
Ward's Supermarket,"515 NW 23rd Ave, Gainesville, FL 32609",(352) 372-1741,https://wardsgainesville.com/,ChIJScxSYm6k6IgRYnMs-lJq2bA,6,"@29.53789,-82.52295,12z",21
The Olive Oil Market,,(352) 512-0177,http://theoliveoilmarket.store/,ChIJJVu8M63U54gRn4ImmfWndyQ,7,"@29.53789,-82.52295,12z",21
Gilbert's Deli & Grill,"7777 NW Hwy 225A, Ocala, FL 34482",,,ChIJneWXybSB6IgRH5TnoLAzf4Y,8,"@29.53789,-82.52295,12z",21
Phillip's Food Store,"6926 SE County Rd 326, Ocala, FL 34482",(352) 351-5112,http://phillips-food-store.jany.io/,ChIJubBbnOuB6IgRDYM4a6yHEtg,9,"@29.53789,-82.52295,12z",21
The Honey Baked Ham Company,"618 NW 60th St, Gainesville, FL 32607",(352) 331-1253,https://www.honeybaked.com/stores/1545,ChIJnTkPfaG86IgRca6KfzCDL54,11,"@29.53789,-82.52295,12z",21
4 Paumes Marketplace,"2687 NE 70 St, Gainesville, FL 32609",(352) 554-4906,https://4-paumes.business.site/?utm_source=gmb&utm_medium=referral,ChIJBZIlbxen6IgR0ad8jvIFCsE,12,"@29.53789,-82.52295,12z",21
Hitchcock's Foodway,"113 S Main St, Trenton, FL 32693",,,ChIJVVipm-Hd6IgRhlo_C_JIiuk,13,"@29.53789,-82.52295,12z",21
Edie Gourmet Fromagerie - Endless Baskets,"6998 US Hwy 27, Ocala, FL 34482",(352) 732-0357,,ChIJk99rQwnT54gRp_cPcDF8WF4,14,"@29.53789,-82.52295,12z",21
Hitchcock's Market,"6005 US-301, Hawthorne, FL 32640",(352) 481-4374,http://myhitchcocks.com/,ChIJb4NT4P8Y5ogRczRbHFulB5o,15,"@29.53789,-82.52295,12z",21
Fehrenbacher's Artisan Sausage,"411 SW 4th Ave, Gainesville, FL 32601",(352) 792-6655,https://www.facebook.com/fehrenbachersartisansausages/,ChIJ6Zt0Ao6j6IgRLWVgXa18ikk,16,"@29.53789,-82.52295,12z",21
Dollar General,"25150 W Newberry Rd, Newberry, FL 32669",(352) 354-3855,https://www.dollargeneral.com/store-directory/fl/newberry/8602,ChIJhRZUIBzB6IgR7nTOhnYFlvo,17,"@29.53789,-82.52295,12z",21
Earth Fare,"2405 SW 27th Ave Ste 101, Ocala, FL 34471",(352) 484-1710,https://www.earthfare.com/stores/,ChIJS_SZqeDU54gRXNPCCANEodA,20,"@29.53789,-82.52295,12z",21
The Fresh Market,"1390 Village Square Blvd, Tallahassee, FL 32312",(850) 907-1392,https://stores.thefreshmarket.com/fl/tallahassee/47,ChIJ8S2IUb9Y7IgRe2uQ5XPhilw,1,"@30.60421,-84.23996,12z",22
Maxwell Grocery,"9002 Mahan Dr, Tallahassee, FL 32309",(850) 877-1452,,ChIJZ4LPH2Fb7IgRGllRXP0qYuU,2,"@30.60421,-84.23996,12z",22
Live Better Market Place,"2207 Cedarbrook Ct, Tallahassee, FL 32303",(727) 851-5629,,ChIJDZbVmHP17IgR_0OqvX7odtU,3,"@30.60421,-84.23996,12z",22
Publix Super Market at Village Square,"3521 Thomasville Rd, Tallahassee, FL 32309",(850) 893-0137,https://www.publix.com/?setstorenumber=1306&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,ChIJVXhkkcdY7IgRAsKqj5ciLHg,5,"@30.60421,-84.23996,12z",22
Treva's Pastries & Fine Foods,"2766 Capital Cir NE, Tallahassee, FL 32308",(850) 765-0811,http://www.trevas.net/,ChIJtcFkqjNf7IgRirYTg4Te4Qs,7,"@30.60421,-84.23996,12z",22
The Honey Baked Ham Company,"1519 Capital Cir NE, Tallahassee, FL 32308",(850) 205-1426,https://www.honeybaked.com/stores/1546,ChIJX_YosOJe7IgR2wQzC_eOGwI,8,"@30.60421,-84.23996,12z",22
Clusters & Hops,"1866 Thomasville Rd, Tallahassee, FL 32303",(850) 222-2669,http://www.winencheese.com/,ChIJN0KVU5317IgR-PJzpo-OpRI,10,"@30.60421,-84.23996,12z",22
HI HO GROCERY,"105 E Saner Ave, Dallas, TX 75216",(214) 948-7366,,ChIJM-FtdViXToYRgd2Or2cg2hU,12,"@30.60421,-84.23996,12z",22
T Grocery,"4500 Bryan St B, Dallas, TX 75204",,,ChIJY10rIsyYToYRe2Bf0tSxfIs,14,"@30.60421,-84.23996,12z",22
Familia Food Market,"4523 Maple Ave, Dallas, TX 75219",(214) 526-3663,,ChIJrfAMMbCeToYRMc2mdZ6arVw,15,"@30.60421,-84.23996,12z",22
Gold Star Food Store,"2837 E Ledbetter Dr, Dallas, TX 75216",(214) 375-2885,,ChIJB71qd5WXToYRifzSUWtznbE,16,"@30.60421,-84.23996,12z",22
Central Market,"5750 E Lovers Ln, Dallas, TX 75206",(214) 234-7000,https://www.centralmarket.com/locations/dallas-lovers-lane?utm_source=google&utm_medium=organic&utm_campaign=cm_stores,ChIJyTaCZXWfToYRy0-GkJnGlKg,18,"@30.60421,-84.23996,12z",22
C & E Market Place,"821 M l, Martin Luther King Jr. Drive, Madison, FL 32340",(850) 253-2191,,ChIJyxuydDeb7ogRvFwyv5WB44U,1,"@30.58662,-83.32242,12z",23
Apple Gourmet Farm,"404 Atlantic Ave, Brooklyn, NY 11217",(718) 855-5788,,ChIJMZ0eZk1awokRLclDb_wYSDg,9,"@30.58662,-83.32242,12z",23
Green Gourmet,"1368 York Ave, New York, NY 10021",(212) 879-4600,http://www.greengourmetyorkave.com/,ChIJ_ewQz8ZYwokRbUd69SY4BRE,10,"@30.58662,-83.32242,12z",23
Park Slope Metro Gourmet,"239 9th St, Brooklyn, NY 11215",(718) 369-4907,https://park-slope-metro-gourmet.business.site/,ChIJ6WCddfxawokRZoixZp2ISjo,11,"@30.58662,-83.32242,12z",23
Superior Gourmet Marketplace ٥٥٥,"555 10th Ave, New York, NY 10018",(212) 564-6464,http://superiorgourmetmarketplace.dine.online/?utm_source=website,ChIJEyBGDU1YwokRFgRfsULvEmM,12,"@30.58662,-83.32242,12z",23
Westside Market NYC,"84 3rd Ave, New York, NY 10003",(212) 253-8400,https://wmarketnyc.com/84-third-avenue/?utm_source=gmb&utm_medium=Yext,ChIJ3xZbsp5ZwokRRvzkWV-pP1U,13,"@30.58662,-83.32242,12z",23
7 Ave Gourmet,"75 7th Ave, Brooklyn, NY 11217",(718) 783-3806,,ChIJ96622albwokRQShPgke9QNI,14,"@30.58662,-83.32242,12z",23
Rivington Foods,"210 Rivington St, New York, NY 10002",(646) 478-7535,,ChIJJ-rLhw1ZwokRKekKenbJgy8,15,"@30.58662,-83.32242,12z",23
Hudson Market Place,"755 9th Ave, New York, NY 10019",(212) 247-7304,,ChIJnS0tM1dYwokRBCJgiicyMO4,16,"@30.58662,-83.32242,12z",23
Gourmet Square - Mini Market & Deli,"201 Amsterdam Ave, New York, NY 10023",(646) 850-8050,http://gourmetsquare.us/,ChIJbz6K_g5ZwokR40cfaLlr8po,17,"@30.58662,-83.32242,12z",23
Prime Gourmet Inc,"720 Monroe St, Hoboken, NJ 07030",,http://www.primegroupusa.org/store/prime-gourmet-inc/,ChIJqUMlkmZXwokRwWsX14vWgLA,19,"@30.58662,-83.32242,12z",23
Wholesome Organic Gourmet Market,"343 2nd Ave, New York, NY 10003",(917) 791-5118,,ChIJGz0r2pRZwokRjXSFyaaexdM,20,"@30.58662,-83.32242,12z",23
Cow's Rule Gourmet Butter Company,"Bayside in Central Plaza, 103200 Overseas Hwy #7, Key Largo, FL 33037",(305) 304-4972,http://www.cowsrule.us/,ChIJqRVkuLFp14gRnCr_dhIlOZI,1,"@25.19779,-80.38634,12z",24
Betty's Health Foods,"103200 Overseas Hwy #8, Key Largo, FL 33037",(305) 451-4877,https://www.facebook.com/BettysHealthFoods.KeyLargo,ChIJTS5EaPRo14gRs_Ho9Wc1Kvc,2,"@25.19779,-80.38634,12z",24
Meat Shop of the Florida Keys,"102900 Overseas Hwy, Key Largo, FL 33037",(305) 451-2002,,ChIJZzUbwLpp14gRSTOeU5fpww0,3,"@25.19779,-80.38634,12z",24
Lilo's Grocery Store,"104 W Mowry Dr, Homestead, FL 33030",,,ChIJ2xvttD_n2YgRihKnX_Z8X8k,4,"@25.19779,-80.38634,12z",24
Life Gourmet Shop LLC,"13280 SW 131st St #113, Miami, FL 33186",(800) 910-0849,http://www.lifegourmetshop.com/,ChIJJbcdzHfB2YgRP8-jnmZ-W8I,5,"@25.19779,-80.38634,12z",24
Island Gourmet Foods Inc,"8736 SW 72nd St, Miami, FL 33173",(305) 596-7300,,ChIJtzJgeG7H2YgRMwTlbhlWLS4,6,"@25.19779,-80.38634,12z",24
Joanna's Marketplace,"8247 S Dixie Hwy, Miami, FL 33143",(305) 661-5777,https://joannasmarketplace.com/?utm_source=GMBlisting&utm_medium=organic,ChIJ0woYL77H2YgRK38AuVoR0Yk,7,"@25.19779,-80.38634,12z",24
Milam's Market- Pinecrest,"11701 S Dixie Hwy, Pinecrest, FL 33156",(786) 350-2200,http://www.milamsmarkets.com/,ChIJ2bi0vfnG2YgRFB2eKn55vR0,8,"@25.19779,-80.38634,12z",24
The Golden Hog,"91 Harbor Dr, Key Biscayne, FL 33149",(305) 361-1300,http://www.thegoldenhog.com/,ChIJyUxV_XLK2YgRJ7psuWjV5Q8,9,"@25.19779,-80.38634,12z",24
M & M Meat Market,"139 Redland Rd # 1, Homestead, FL 33034",(305) 247-1800,,ChIJs4bhtCzn2YgRQ-_Hx8X2rw8,10,"@25.19779,-80.38634,12z",24
The Fresh Market,"8760 SW 136th St, Miami, FL 33176",(305) 253-2500,https://stores.thefreshmarket.com/fl/miami/140,ChIJb3hhFJTG2YgRxXcqLze8PTg,11,"@25.19779,-80.38634,12z",24
The Golden Hog,"235 Crandon Blvd #4, Key Biscayne, FL 33149",(305) 361-1300,https://thegoldenhog.com/,ChIJg5eNGnLK2YgRTg5_75gvYPs,12,"@25.19779,-80.38634,12z",24
A-1 Groceries,"24735 S Dixie Hwy, Homestead, FL 33032",(305) 258-6556,http://a-1-groceries.keeq.io/,ChIJv8xfTNXc2YgRpVTuZagvsSE,14,"@25.19779,-80.38634,12z",24
Trader Joe's,"9205 S Dixie Hwy, Miami, FL 33156",(305) 661-1432,https://locations.traderjoes.com/fl/miami/770/?utm_source=gmb&utm_medium=organic&utm_campaign=local,ChIJdZ-UdKXH2YgR05tXLrDLvk8,15,"@25.19779,-80.38634,12z",24
Bravo Supermarkets,"32955 S Dixie Hwy, Florida City, FL 33034",(786) 349-4986,https://www.bravosupermarkets.com/,ChIJr3lxLSrn2YgRSrHb2WEicpM,16,"@25.19779,-80.38634,12z",24
Sabor Tropical Supermarket 3,"28945 S Dixie Hwy, Homestead, FL 33033",(305) 242-6499,http://sabortropicalsupermarkets.net/,ChIJCcKBg3nd2YgRe1gDUX3MZ04,17,"@25.19779,-80.38634,12z",24
786 Grocery Stores Inc,"11510 SW 147th Ave, Miami, FL 33196",(305) 752-9199,,ChIJ51xpnMDB2YgRj-qEIT2dhYQ,18,"@25.19779,-80.38634,12z",24
Best From Italy LLC,"12133 SW 131st Ave, Miami, FL 33186",(305) 985-8785,http://www.bestfromitaly.us/,ChIJp6xwxj7B2YgRAgEhIQ9A1MM,19,"@25.19779,-80.38634,12z",24
Inedit Gourmet Catering,"12100 SW 132nd Ct # 116-A, Miami, FL 33186",(305) 255-9828,https://www.ineditgourmet.com/,ChIJmal1xgrB2YgRlD6g-O-KSaQ,20,"@25.19779,-80.38634,12z",24
Griffin Food Market,"2820 Griffin Rd, Fort Lauderdale, FL 33312",(954) 966-1999,,ChIJJQJ79hiq2YgRIg8wyQ-Xoyc,1,"@26.02346,-80.1236,12z",25
Le Gourmand Market - Specialty foods,"Yellow Green Farmer’s Market, 1940 N 30th Rd booth 307, Hollywood, FL 33021",,,ChIJlcWH4Mir2YgR_UEWEUhDdkg,2,"@26.02346,-80.1236,12z",25
Skin Gourmet,"1920 E Hallandale Beach Blvd, Hallandale Beach, FL 33009",(754) 263-2149,,ChIJ3RsQm52s2YgRW-vNsIS1Vas,3,"@26.02346,-80.1236,12z",25
Bay Club Gourmet Shop Inc,"3300 NE 192 St STE 117, Aventura, FL 33180",(305) 792-5200,,ChIJOU3W9_Cs2YgRJiX14bq0soY,4,"@26.02346,-80.1236,12z",25
House of Caviar and Fine Foods,"2801 SW 3rd Ave Suite F11A, Fort Lauderdale, FL 33315",(954) 462-0533,https://houseofcaviarandfinefoods.com/,ChIJe51CPYcA2YgRkK6ient5GrQ,5,"@26.02346,-80.1236,12z",25
Fine Foods Gourmet Markets Inc,"6041 W Sunrise Blvd, Sunrise, FL 33313",(954) 316-6255,,ChIJ5bTKlf8G2YgRmqQx-OPqhjw,6,"@26.02346,-80.1236,12z",25
Papageno's Wine and Provisions,"1201 N Federal Hwy Suite 1-B, Fort Lauderdale, FL 33304",(561) 862-9093,https://www.papagenoswap.com/,ChIJMc6njiMB2YgR42SGdl9AEHg,7,"@26.02346,-80.1236,12z",25
Europa Gourmet,"1422 S Federal Hwy, Hollywood, FL 33020",(786) 537-2886,https://marsfl.com/europa-gourmet/,ChIJT1XZq4Kr2YgRYxcPoF6pLSg,8,"@26.02346,-80.1236,12z",25
Empero Gourmet House,"613 W Hallandale Beach Blvd unit 5, Hallandale Beach, FL 33009",(917) 514-2086,https://emperogourmet.com/,ChIJ4Upn2DSt2YgRVoDT-ko1cOw,9,"@26.02346,-80.1236,12z",25
Jiffy Foods Market & Deli,"16475 NE 15th Ave, North Miami Beach, FL 33162",(305) 948-6910,,ChIJuc6Ymsat2YgRpLcznHdsUNc,10,"@26.02346,-80.1236,12z",25
Ikra and more,"1815 Wiley St, Hollywood, FL 33020",(786) 817-4394,https://caviar.city/,ChIJ1QiSn3er2YgRKeUSlgkH6AM,11,"@26.02346,-80.1236,12z",25
Mayamero Market,"18280 W Dixie Hwy Bay#1, North Miami Beach, FL 33160",,,ChIJ84ywyT6t2YgR5uH-tos7i7k,12,"@26.02346,-80.1236,12z",25
Aldo's Supermarket & Deli,"927 Old Federal Hwy, Hallandale Beach, FL 33009",(754) 400-9752,,ChIJ3240SmOs2YgR9jYwCOnyE-Q,13,"@26.02346,-80.1236,12z",25
Rainbow Supermarket,"101 SW 31st Ave, Fort Lauderdale, FL 33312",(954) 791-2139,https://ruspagesusa.com/catalog/fort_loderdeyl/rainbow_supermarket/,ChIJ_wd-u9IA2YgRsdlUQSicEjQ,14,"@26.02346,-80.1236,12z",25
The Fresh Market,"424 N Federal Hwy, Fort Lauderdale, FL 33301",(954) 763-1250,https://stores.thefreshmarket.com/fl/fort-lauderdale/135,ChIJmQAWqFQA2YgRrikGvuWBZD4,15,"@26.02346,-80.1236,12z",25
The Fresh Market,"18299 Biscayne Blvd, Aventura, FL 33160",(305) 466-1786,https://stores.thefreshmarket.com/fl/aventura/40,ChIJtSdKhlSs2YgRpYOn_9GXkl0,16,"@26.02346,-80.1236,12z",25
Damascus Mid East Food Market,"5721 Hollywood Blvd, Hollywood, FL 33021",(954) 962-4552,,ChIJsbqenUOp2YgRMQNo6pzJJPs,17,"@26.02346,-80.1236,12z",25
Fresco y Más,"5850 NW 183rd St, Hialeah, FL 33015",(305) 819-0097,https://www.frescoymas.com/,ChIJmczEV22l2YgRKo9jRjQWRNk,18,"@26.02346,-80.1236,12z",25
Casa Brazil Gourmet Market,"20810 Biscayne Blvd, Aventura, FL 33180",(305) 974-5827,,ChIJUSJi2LKt2YgRK5hu8uCuxMc,19,"@26.02346,-80.1236,12z",25
Four Corners Food Market,"821 NW 6th St, Fort Lauderdale, FL 33311",(954) 761-9868,,ChIJqxOYugIB2YgRv0fgzt7WkOs,20,"@26.02346,-80.1236,12z",25
